rfq_id,match_id,similarity_score
0f595b0b-2253-4585-a672-fda592da7191,84be5122-71d5-4a35-a912-fd2911e3c64f,0.833333
0f595b0b-2253-4585-a672-fda592da7191,facd942d-02a2-46bf-936c-e3afd39ee20d,0.833333
920dcf5c-136f-4ffc-9449-03f00c1b5a46,2104d59d-0957-4875-b4b1-7f968cb43352,0.916667
920dcf5c-136f-4ffc-9449-03f00c1b5a46,e67e6b48-e699-4e55-9640-ff061375d513,0.916667
920dcf5c-136f-4ffc-9449-03f00c1b5a46,7b4e3d5d-d323-4077-aae3-4883855c9025,0.916667
facd942d-02a2-46bf-936c-e3afd39ee20d,a065713e-1a0f-472f-b7e3-125a8da72465,0.944075
facd942d-02a2-46bf-936c-e3afd39ee20d,dcd64849-e00f-4395-98a4-3d507a711cac,0.944075
facd942d-02a2-46bf-936c-e3afd39ee20d,8421a5b1-860c-4b00-8a7f-270a01c35ad3,0.9418
140d30f7-f16d-4455-a448-516ab6616812,902ba47a-2f9d-4b5e-b285-b29a7c2b3437,0.999999
140d30f7-f16d-4455-a448-516ab6616812,a7674ae7-731c-46ab-94db-a7a972df8849,0.999996
140d30f7-f16d-4455-a448-516ab6616812,a1be52f6-6a42-4b91-8c33-20e6321fa374,0.999996
178a48ef-f870-46d7-ba3c-c94b35477459,a065713e-1a0f-472f-b7e3-125a8da72465,0.944075
178a48ef-f870-46d7-ba3c-c94b35477459,dcd64849-e00f-4395-98a4-3d507a711cac,0.944075
178a48ef-f870-46d7-ba3c-c94b35477459,8421a5b1-860c-4b00-8a7f-270a01c35ad3,0.9418
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,902ba47a-2f9d-4b5e-b285-b29a7c2b3437,0.999999
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,a7674ae7-731c-46ab-94db-a7a972df8849,0.999996
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,a1be52f6-6a42-4b91-8c33-20e6321fa374,0.999996
ca60a74b-7cdc-4098-a20c-2de916dcb66b,2761ad98-baa2-4022-b98c-146a32b16dec,0.833333
ca60a74b-7cdc-4098-a20c-2de916dcb66b,4867919e-2a2f-4f11-83b4-aa51c4684475,0.833333
ca60a74b-7cdc-4098-a20c-2de916dcb66b,b78ef921-0ff1-4e4b-aa5d-fe99d9e3de91,0.833333
df6085e7-42f9-4ce3-92b0-3a7a24159a61,2761ad98-baa2-4022-b98c-146a32b16dec,0.833333
df6085e7-42f9-4ce3-92b0-3a7a24159a61,4867919e-2a2f-4f11-83b4-aa51c4684475,0.833333
df6085e7-42f9-4ce3-92b0-3a7a24159a61,b78ef921-0ff1-4e4b-aa5d-fe99d9e3de91,0.833333
e46aa804-164c-4907-a7ca-07a99d66d1b6,cd671549-c18e-44d4-9c3b-1b0c228f87dc,0.781158
e46aa804-164c-4907-a7ca-07a99d66d1b6,bab67e88-be02-40c9-b3d7-b43a4adff716,0.777778
e46aa804-164c-4907-a7ca-07a99d66d1b6,3d92c9e6-d3f8-4177-900c-04adc55774c1,0.777778
094422ce-696c-482d-9927-c3cfbf347f7a,cd671549-c18e-44d4-9c3b-1b0c228f87dc,0.781158
094422ce-696c-482d-9927-c3cfbf347f7a,bab67e88-be02-40c9-b3d7-b43a4adff716,0.777778
094422ce-696c-482d-9927-c3cfbf347f7a,3d92c9e6-d3f8-4177-900c-04adc55774c1,0.777778
a462a4cb-bbaa-4417-b876-4b8606c6f8db,87ba0db6-dcd7-419a-b043-d32652eb4c05,0.999991
a462a4cb-bbaa-4417-b876-4b8606c6f8db,41a4f5a5-728a-4965-b483-6e265eebf93a,0.833333
a462a4cb-bbaa-4417-b876-4b8606c6f8db,54ebb88a-f9a0-4f41-9a28-20e72c87f491,0.833333
7729084d-fc2d-41d8-a8df-891da74078f1,0543ec11-51e5-4b6e-8ff3-bd1dc271d768,0.999991
7729084d-fc2d-41d8-a8df-891da74078f1,4beae167-8451-425d-8532-1c060167e256,0.999991
7729084d-fc2d-41d8-a8df-891da74078f1,e8090359-5014-4395-ac73-620ba80f2d5b,0.833333
86008598-05ed-4532-8a70-e8ee8daf3796,0543ec11-51e5-4b6e-8ff3-bd1dc271d768,0.999991
86008598-05ed-4532-8a70-e8ee8daf3796,4beae167-8451-425d-8532-1c060167e256,0.999991
86008598-05ed-4532-8a70-e8ee8daf3796,e8090359-5014-4395-ac73-620ba80f2d5b,0.833333
06bf89b8-3e0b-4be9-a611-1e656cae34eb,1dfdb162-fc1b-4f49-ad20-2986c9901d51,0.964067
06bf89b8-3e0b-4be9-a611-1e656cae34eb,ae9679ce-2349-45e2-bc4c-07e0d4babcc0,0.962192
06bf89b8-3e0b-4be9-a611-1e656cae34eb,354f019f-8936-46c7-aa22-c7a3d399d21a,0.945485
502b3359-ee17-4ecc-8046-ceb4e6559fb8,0543ec11-51e5-4b6e-8ff3-bd1dc271d768,0.999991
502b3359-ee17-4ecc-8046-ceb4e6559fb8,4beae167-8451-425d-8532-1c060167e256,0.999991
502b3359-ee17-4ecc-8046-ceb4e6559fb8,e8090359-5014-4395-ac73-620ba80f2d5b,0.833333
0543ec11-51e5-4b6e-8ff3-bd1dc271d768,7729084d-fc2d-41d8-a8df-891da74078f1,0.999991
0543ec11-51e5-4b6e-8ff3-bd1dc271d768,86008598-05ed-4532-8a70-e8ee8daf3796,0.999991
0543ec11-51e5-4b6e-8ff3-bd1dc271d768,502b3359-ee17-4ecc-8046-ceb4e6559fb8,0.999991
5242c623-abc6-4cc8-a1e3-dde93a899f00,ae3af325-b4fe-4d3d-a82c-460c3c72f65b,0.999996
5242c623-abc6-4cc8-a1e3-dde93a899f00,3c938716-3889-4d73-bb45-d4586b1a44b1,0.983493
5242c623-abc6-4cc8-a1e3-dde93a899f00,dc5f767e-bae2-4777-942f-25fcf101ccc3,0.860204
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,ae3af325-b4fe-4d3d-a82c-460c3c72f65b,0.999996
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,3c938716-3889-4d73-bb45-d4586b1a44b1,0.983493
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,dc5f767e-bae2-4777-942f-25fcf101ccc3,0.860204
de734972-0ed4-47d2-85ed-94c639524ef3,36f09928-cc72-441a-8f0b-5ed7ddb3049c,0.888889
de734972-0ed4-47d2-85ed-94c639524ef3,a6dddd00-595d-41a8-9b00-c54a2591ad02,0.888889
de734972-0ed4-47d2-85ed-94c639524ef3,aa2e0c44-58f4-4162-986e-777a2925fc4a,0.888889
b48a1279-3852-4482-902f-203558c37a33,2104d59d-0957-4875-b4b1-7f968cb43352,0.916667
b48a1279-3852-4482-902f-203558c37a33,e67e6b48-e699-4e55-9640-ff061375d513,0.916667
b48a1279-3852-4482-902f-203558c37a33,7b4e3d5d-d323-4077-aae3-4883855c9025,0.916667
02c609c9-52b4-49d5-b6e8-cc14787f1822,3fe05d73-7de1-4c32-ad94-991ff0ad4290,0.99334
02c609c9-52b4-49d5-b6e8-cc14787f1822,7f5526bc-f85b-4e06-a48f-347803d73e22,0.910007
02c609c9-52b4-49d5-b6e8-cc14787f1822,2f9b77a7-eea1-45c4-9fa3-0e6885fcdc62,0.910007
3fe05d73-7de1-4c32-ad94-991ff0ad4290,02c609c9-52b4-49d5-b6e8-cc14787f1822,0.99334
3fe05d73-7de1-4c32-ad94-991ff0ad4290,7f5526bc-f85b-4e06-a48f-347803d73e22,0.916667
3fe05d73-7de1-4c32-ad94-991ff0ad4290,2f9b77a7-eea1-45c4-9fa3-0e6885fcdc62,0.916667
0e375556-7947-4dc0-a628-d1674e5d1658,e0afcea5-f091-4db3-afa2-c7370146f983,0.99976
0e375556-7947-4dc0-a628-d1674e5d1658,140d30f7-f16d-4455-a448-516ab6616812,0.984015
0e375556-7947-4dc0-a628-d1674e5d1658,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,0.984015
82456e41-801e-4f90-9263-6c96d3e72160,7d1ab305-7fc6-4ab0-bc2a-9ae1e038e67e,0.971205
82456e41-801e-4f90-9263-6c96d3e72160,106095b4-e2ca-4c88-839c-7045853b7fb0,0.971205
82456e41-801e-4f90-9263-6c96d3e72160,77988b8f-8a58-4dc2-9b92-8b7d4c0254b4,0.971205
2761ad98-baa2-4022-b98c-146a32b16dec,ca60a74b-7cdc-4098-a20c-2de916dcb66b,0.833333
2761ad98-baa2-4022-b98c-146a32b16dec,df6085e7-42f9-4ce3-92b0-3a7a24159a61,0.833333
2761ad98-baa2-4022-b98c-146a32b16dec,4867919e-2a2f-4f11-83b4-aa51c4684475,0.833333
985a13af-6aee-4660-83c1-ce5114758d4e,b8257184-6307-46ab-b06e-d979336d1263,0.916667
985a13af-6aee-4660-83c1-ce5114758d4e,1d54d3de-d0b3-4273-89e9-7ef3e8febb0d,0.916667
985a13af-6aee-4660-83c1-ce5114758d4e,60206076-d947-48c6-bbba-14d1b9b2f859,0.916667
9b6f3d40-da34-465e-9211-b0d7b1d19036,bab67e88-be02-40c9-b3d7-b43a4adff716,0.935138
9b6f3d40-da34-465e-9211-b0d7b1d19036,b8257184-6307-46ab-b06e-d979336d1263,0.777778
9b6f3d40-da34-465e-9211-b0d7b1d19036,7be2d720-52c2-4f8a-a82a-2b90f535ad40,0.777778
e63d7e85-caef-4f2f-a89b-3889907f7e74,c71e84b2-b968-4ce2-8218-bf3f1e482ea0,0.833333
e63d7e85-caef-4f2f-a89b-3889907f7e74,2104d59d-0957-4875-b4b1-7f968cb43352,0.777778
e63d7e85-caef-4f2f-a89b-3889907f7e74,24889764-ab00-4c8e-ae3e-5945601bbafb,0.777778
2104d59d-0957-4875-b4b1-7f968cb43352,920dcf5c-136f-4ffc-9449-03f00c1b5a46,0.916667
2104d59d-0957-4875-b4b1-7f968cb43352,b48a1279-3852-4482-902f-203558c37a33,0.916667
2104d59d-0957-4875-b4b1-7f968cb43352,dff7cdb0-f464-4b60-91ce-8d628f8ed4de,0.916667
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,939af091-8ffd-4cd3-9c69-6530b2a906d7,0.978735
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,80b0f3d7-755d-47b5-8429-6f0c22eb5b11,0.916667
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,8cc002db-1ef0-4e9e-aaa4-7a88d9c70184,0.916667
b64d3856-e630-4fa6-b5f7-d02e900e510e,8da7061a-5e02-49b0-a888-fb3461b8a8c5,0.979772
b64d3856-e630-4fa6-b5f7-d02e900e510e,451c9406-3053-4605-9f1e-0b6183d93d56,0.979772
b64d3856-e630-4fa6-b5f7-d02e900e510e,49026fd4-c9bd-4c36-a4f6-420f3fbbbbf0,0.979772
761b9fc9-1000-476c-bebe-6c40dd431b1c,a06f49b5-9d24-40a5-976b-21017110a7d4,0.944075
761b9fc9-1000-476c-bebe-6c40dd431b1c,f0684d5c-1063-4ed6-b5e3-2e1067f62b82,0.944075
761b9fc9-1000-476c-bebe-6c40dd431b1c,1d5ef170-7316-4527-a9e6-d56d9ececebe,0.944075
bab67e88-be02-40c9-b3d7-b43a4adff716,9b6f3d40-da34-465e-9211-b0d7b1d19036,0.935138
bab67e88-be02-40c9-b3d7-b43a4adff716,a3f38767-02ae-4990-be18-35ca819684a7,0.833333
bab67e88-be02-40c9-b3d7-b43a4adff716,56c75e72-50ae-4e29-aea4-f6394e1d986b,0.833333
5190b002-36f4-497b-b1aa-856762facb07,e0afcea5-f091-4db3-afa2-c7370146f983,0.999764
5190b002-36f4-497b-b1aa-856762facb07,140d30f7-f16d-4455-a448-516ab6616812,0.983987
5190b002-36f4-497b-b1aa-856762facb07,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,0.983987
8cc82a77-7371-4839-bca3-86f8d3ea627a,87ba0db6-dcd7-419a-b043-d32652eb4c05,0.999991
8cc82a77-7371-4839-bca3-86f8d3ea627a,41a4f5a5-728a-4965-b483-6e265eebf93a,0.833333
8cc82a77-7371-4839-bca3-86f8d3ea627a,54ebb88a-f9a0-4f41-9a28-20e72c87f491,0.833333
e42b147c-89f1-46de-b56e-0f201d709601,87ba0db6-dcd7-419a-b043-d32652eb4c05,0.999991
e42b147c-89f1-46de-b56e-0f201d709601,41a4f5a5-728a-4965-b483-6e265eebf93a,0.833333
e42b147c-89f1-46de-b56e-0f201d709601,54ebb88a-f9a0-4f41-9a28-20e72c87f491,0.833333
269d6f1b-faa1-4fae-ab15-e71211c94cff,0f595b0b-2253-4585-a672-fda592da7191,0.5
269d6f1b-faa1-4fae-ab15-e71211c94cff,7729084d-fc2d-41d8-a8df-891da74078f1,0.5
269d6f1b-faa1-4fae-ab15-e71211c94cff,86008598-05ed-4532-8a70-e8ee8daf3796,0.5
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,7729084d-fc2d-41d8-a8df-891da74078f1,0.5
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,86008598-05ed-4532-8a70-e8ee8daf3796,0.5
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,502b3359-ee17-4ecc-8046-ceb4e6559fb8,0.5
795c1324-5586-4057-8c6a-574755248aa2,5de30f3b-50c7-4d71-9b72-f907f44a9a0a,0.99334
795c1324-5586-4057-8c6a-574755248aa2,cf2fb887-37af-4f0d-90a5-78162a614731,0.99334
795c1324-5586-4057-8c6a-574755248aa2,f7debce9-443c-40cf-acc9-54bbfcc73ddb,0.979381
724a7dd7-d80d-4320-86c7-b8a879bb619d,d2d2dd2a-568f-488f-8926-99982e5703aa,0.994811
724a7dd7-d80d-4320-86c7-b8a879bb619d,146a67a8-eae0-45ea-b93d-08c5fd9ed2d4,0.984488
724a7dd7-d80d-4320-86c7-b8a879bb619d,c64aac64-f8db-475b-8584-da8551b0a712,0.984488
4547058c-19a5-459c-96e7-5c4cfa7f2568,c6e2a8e0-317d-49c6-97ba-9c0692359c59,0.983987
4547058c-19a5-459c-96e7-5c4cfa7f2568,12779ba3-969c-48dc-97d8-33e72279f695,0.983493
4547058c-19a5-459c-96e7-5c4cfa7f2568,4f8e5961-60c1-443f-a624-a343753470a2,0.983493
12779ba3-969c-48dc-97d8-33e72279f695,c6e2a8e0-317d-49c6-97ba-9c0692359c59,0.999996
12779ba3-969c-48dc-97d8-33e72279f695,c2d81561-4a6f-4457-8e98-0432fa4769e1,0.983521
12779ba3-969c-48dc-97d8-33e72279f695,4547058c-19a5-459c-96e7-5c4cfa7f2568,0.983493
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,c6e2a8e0-317d-49c6-97ba-9c0692359c59,0.983987
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,12779ba3-969c-48dc-97d8-33e72279f695,0.983493
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,4f8e5961-60c1-443f-a624-a343753470a2,0.983493
4d565122-229a-4541-8a53-3b18169c3635,a065713e-1a0f-472f-b7e3-125a8da72465,0.944075
4d565122-229a-4541-8a53-3b18169c3635,dcd64849-e00f-4395-98a4-3d507a711cac,0.944075
4d565122-229a-4541-8a53-3b18169c3635,8421a5b1-860c-4b00-8a7f-270a01c35ad3,0.9418
2d3e3b00-62f8-48fd-a80d-d15a299ed045,8bccceef-4a51-433f-b36d-380cd3c445c9,0.984015
2d3e3b00-62f8-48fd-a80d-d15a299ed045,842bed3a-ff53-487d-8619-71438456c9a8,0.983521
2d3e3b00-62f8-48fd-a80d-d15a299ed045,7751590f-f067-46b8-9ae1-db7846fedbaf,0.983521
61aca849-8359-4b40-b321-176160c241a7,2d3e3b00-62f8-48fd-a80d-d15a299ed045,0.955413
61aca849-8359-4b40-b321-176160c241a7,8bccceef-4a51-433f-b36d-380cd3c445c9,0.888319
61aca849-8359-4b40-b321-176160c241a7,842bed3a-ff53-487d-8619-71438456c9a8,0.887069
02647f9b-5108-4955-938f-e6b003b62690,8aff426d-b8c0-43aa-ad26-835ef4de6129,0.5
02647f9b-5108-4955-938f-e6b003b62690,0f595b0b-2253-4585-a672-fda592da7191,0.5
02647f9b-5108-4955-938f-e6b003b62690,ca60a74b-7cdc-4098-a20c-2de916dcb66b,0.5
613608a5-2b5d-4cca-8527-5639ab76949c,418a5aaa-323a-48a8-9a3c-338f924cde2c,0.5
613608a5-2b5d-4cca-8527-5639ab76949c,714e5de7-7c89-4f74-9569-bc9ed7733dce,0.5
613608a5-2b5d-4cca-8527-5639ab76949c,538cadbc-10e4-4664-801f-26d702918133,0.5
858b4d2a-590d-4d36-b89c-adb0cb039d22,2a43d75f-c7ba-47cd-a051-466565c1b5ef,0.83333
858b4d2a-590d-4d36-b89c-adb0cb039d22,efad167d-ff24-4216-af83-e231f3db57eb,0.83333
858b4d2a-590d-4d36-b89c-adb0cb039d22,b02a12e0-0980-46b0-8996-221b1e633fe3,0.777774
2624655e-ea07-468a-8da8-2e39c9d1e7f0,d2d2dd2a-568f-488f-8926-99982e5703aa,0.971205
2624655e-ea07-468a-8da8-2e39c9d1e7f0,724a7dd7-d80d-4320-86c7-b8a879bb619d,0.942104
2624655e-ea07-468a-8da8-2e39c9d1e7f0,7d4938ac-745b-4ddc-a0bc-e2f8535411b8,0.942104
b9dc4688-75e2-45ed-82ed-c33ca308f94e,5190b002-36f4-497b-b1aa-856762facb07,0.833333
b9dc4688-75e2-45ed-82ed-c33ca308f94e,16d83724-2489-4924-bd4a-f8ff2a0903d7,0.833333
b9dc4688-75e2-45ed-82ed-c33ca308f94e,7b27040f-a792-40d8-adce-6d2e3e36a2ef,0.833333
9a26d7df-1335-45d4-97cd-6d7459fb2674,5190b002-36f4-497b-b1aa-856762facb07,0.833333
9a26d7df-1335-45d4-97cd-6d7459fb2674,16d83724-2489-4924-bd4a-f8ff2a0903d7,0.833333
9a26d7df-1335-45d4-97cd-6d7459fb2674,7b27040f-a792-40d8-adce-6d2e3e36a2ef,0.833333
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,3e727927-a69d-416f-8957-7a62cfa8daae,0.989753
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,c717fe40-0d63-4a86-ba3d-afe718e44995,0.984488
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,d8071191-6962-4d7f-9456-18587f52a79f,0.984488
e51114ac-ff3c-4823-be87-e25e9085096a,b64d3856-e630-4fa6-b5f7-d02e900e510e,0.5
e51114ac-ff3c-4823-be87-e25e9085096a,761b9fc9-1000-476c-bebe-6c40dd431b1c,0.5
e51114ac-ff3c-4823-be87-e25e9085096a,ee5c62d7-b0f9-4818-8698-425ffdcdb11a,0.5
7be2d720-52c2-4f8a-a82a-2b90f535ad40,078f6ae4-4cf2-4c74-b810-157537c3a8b9,0.888889
7be2d720-52c2-4f8a-a82a-2b90f535ad40,11507d39-b030-464d-95d4-d3ebbb0545a7,0.888889
7be2d720-52c2-4f8a-a82a-2b90f535ad40,c9bf28ea-da72-42e3-9721-73dd2d6c03e9,0.888889
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,3dbe0a02-7dec-4f06-a863-9eb8d99645f0,0.888889
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,312c0393-be0a-47f2-a086-176d3ceb0972,0.888889
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,248873d4-d898-4365-8cad-0f2e16d90153,0.833333
c7dbd2da-a758-44ba-9e16-ee10ec99f631,c9bf28ea-da72-42e3-9721-73dd2d6c03e9,0.916667
c7dbd2da-a758-44ba-9e16-ee10ec99f631,560f5953-319c-4cf2-b91d-184967212f15,0.916667
c7dbd2da-a758-44ba-9e16-ee10ec99f631,7be2d720-52c2-4f8a-a82a-2b90f535ad40,0.833333
24889764-ab00-4c8e-ae3e-5945601bbafb,1c87a6a3-bdea-45bf-b259-aee417734726,0.888889
24889764-ab00-4c8e-ae3e-5945601bbafb,f7debce9-443c-40cf-acc9-54bbfcc73ddb,0.87308
24889764-ab00-4c8e-ae3e-5945601bbafb,026a23fa-25f9-47af-a441-22a6f84bc7bb,0.87308
8da7061a-5e02-49b0-a888-fb3461b8a8c5,36361daf-97cc-45e9-8ba2-ab13ece493a4,0.983493
8da7061a-5e02-49b0-a888-fb3461b8a8c5,b64d3856-e630-4fa6-b5f7-d02e900e510e,0.979772
8da7061a-5e02-49b0-a888-fb3461b8a8c5,7916fb45-89ef-445c-93f7-21a464eb870c,0.860204
3890f753-a284-4da4-9723-c0a697c8a403,f45232a4-beae-4f44-b220-0bcf8557b076,0.888889
3890f753-a284-4da4-9723-c0a697c8a403,1a4035ab-435c-41aa-89f8-98efcfd32311,0.888889
3890f753-a284-4da4-9723-c0a697c8a403,0810e19e-0170-4a1e-930b-f5830e698dce,0.888889
41a4f5a5-728a-4965-b483-6e265eebf93a,a462a4cb-bbaa-4417-b876-4b8606c6f8db,0.833333
41a4f5a5-728a-4965-b483-6e265eebf93a,8cc82a77-7371-4839-bca3-86f8d3ea627a,0.833333
41a4f5a5-728a-4965-b483-6e265eebf93a,e42b147c-89f1-46de-b56e-0f201d709601,0.833333
b30cef8b-4065-4272-89b5-57b1fd91c50d,9e1ebd5b-0c7d-44f2-9bfc-e371f1b6f63f,0.999996
b30cef8b-4065-4272-89b5-57b1fd91c50d,ba26b23a-d329-4a39-ac72-2a4489eb673f,0.999996
b30cef8b-4065-4272-89b5-57b1fd91c50d,a25cd392-c57c-48d2-90c6-985a2ee4b831,0.999996
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,f74fbc17-4f62-4287-8b17-7354bd135366,0.888889
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,0b9d7988-e9b6-4444-b43f-09254c72fa40,0.888889
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,4cd92b70-8db3-41f5-a4df-b34e5868c3ce,0.888889
4da333cf-6f2a-4b64-9212-2be665c5e1e3,a3f38767-02ae-4990-be18-35ca819684a7,0.864492
4da333cf-6f2a-4b64-9212-2be665c5e1e3,56c75e72-50ae-4e29-aea4-f6394e1d986b,0.864492
4da333cf-6f2a-4b64-9212-2be665c5e1e3,87daa9e0-9c54-4c2e-8a7e-f3765fb00184,0.833333
e0bfc6b2-19de-475e-ba88-6d6081204ed9,c71e84b2-b968-4ce2-8218-bf3f1e482ea0,0.833333
e0bfc6b2-19de-475e-ba88-6d6081204ed9,2104d59d-0957-4875-b4b1-7f968cb43352,0.777778
e0bfc6b2-19de-475e-ba88-6d6081204ed9,24889764-ab00-4c8e-ae3e-5945601bbafb,0.777778
e67e6b48-e699-4e55-9640-ff061375d513,920dcf5c-136f-4ffc-9449-03f00c1b5a46,0.916667
e67e6b48-e699-4e55-9640-ff061375d513,b48a1279-3852-4482-902f-203558c37a33,0.916667
e67e6b48-e699-4e55-9640-ff061375d513,dff7cdb0-f464-4b60-91ce-8d628f8ed4de,0.916667
2c0d57e5-e106-4874-b3fc-2204172df725,29a51f3d-117e-47b4-9792-eb003831b356,0.978487
2c0d57e5-e106-4874-b3fc-2204172df725,24889764-ab00-4c8e-ae3e-5945601bbafb,0.833333
2c0d57e5-e106-4874-b3fc-2204172df725,4c71cc86-4968-4fb8-8bb3-6992d165faeb,0.833333
e14a46c3-b349-4441-b09f-8088e5663262,902ba47a-2f9d-4b5e-b285-b29a7c2b3437,0.999999
e14a46c3-b349-4441-b09f-8088e5663262,a7674ae7-731c-46ab-94db-a7a972df8849,0.999996
e14a46c3-b349-4441-b09f-8088e5663262,a1be52f6-6a42-4b91-8c33-20e6321fa374,0.999996
87daa9e0-9c54-4c2e-8a7e-f3765fb00184,24dcf5a7-c9f0-4063-973c-50e3d7644527,0.916667
